problem,planLength,totalTime,ehcTime,bfsTime
1,10,0.0434758,0.0434758,0.0
2,16,0.3858429,0.3858429,0.0
3,19,0.7185538,0.7185538,0.0
4,32,3.9735156,3.9735156,0.0
5,-,-,-,-
6,40,110.4430741,16.8680825,93.5749916
7,48,197.3736424,10.5672121,186.8064303
8,55,66.4284864,66.4284864,0.0
9,-,-,-,-
10,-,-,-,-
11,-,-,-,-
12,-,-,-,-
13,-,-,-,-
14,-,-,-,-
15,-,-,-,-
16,-,-,-,-
17,-,-,-,-
18,-,-,-,-
19,-,-,-,-
20,-,-,-,-
