problem,planLength,totalTime,ehcTime,bfsTime
1,10,0.0577384,0.0347072,0.0
2,16,0.4042077,0.37073339999999994,0.0
3,19,0.8378116,0.7817407,0.0
4,32,4.3883049,4.3273909,0.0
5,-,-,-,-
6,40,132.6859853,18.4693584,114.1044904
7,48,194.7530885,11.439735800000001,183.1930906
8,55,58.6219841,58.4467722,0.0
9,-,-,-,-
10,-,-,-,-
11,-,-,-,-
12,-,-,-,-
13,-,-,-,-
14,-,-,-,-
15,-,-,-,-
16,-,-,-,-
17,-,-,-,-
18,-,-,-,-
19,-,-,-,-
20,-,-,-,-
